event_id,user_id,user_group,user_type,session_id,property_id,event_type,event_timestamp,event_age_days,event_weight,recency_weight,final_event_weight,hidden_match_score
E00009087,U00686,long_term,family_group,S_U00686_001,1319194615143578252,open_listing,2026-03-12 21:43:00,42.6,1.0,0.623,0.623,0.1664
E00009088,U00686,long_term,family_group,S_U00686_001,683364345142496726,open_listing,2026-02-23 08:09:03,60.16,1.0,0.5125,0.5125,0.5528
E00009089,U00686,long_term,family_group,S_U00686_001,34907790,impression,2025-11-23 18:49:57,151.72,0.2,0.1853,0.0371,0.2608
E00009090,U00686,long_term,family_group,S_U00686_001,1191814224624569959,impression,2025-10-08 14:59:08,197.88,0.2,0.111,0.0222,0.2976
E00009091,U00686,long_term,family_group,S_U00686_001,340563,open_listing,2025-07-01 04:24:03,297.32,1.0,0.0368,0.0368,0.0
E00009092,U00686,long_term,family_group,S_U00686_001,52723504,impression,2025-04-27 09:56:42,362.09,0.2,0.0179,0.0036,0.2894
E00009093,U00686,long_term,family_group,S_U00686_001,884641933710366670,impression,2025-11-09 12:53:13,165.96,0.2,0.1582,0.0316,0.1173
E00009094,U00686,long_term,family_group,S_U00686_001,858299562072141910,view_images,2025-09-20 16:14:23,215.82,3.0,0.0909,0.2727,0.2764
E00009095,U00686,long_term,family_group,S_U00686_001,1191675233902884230,impression,2025-11-09 08:02:04,166.17,0.2,0.1578,0.0316,0.3848
E00009096,U00686,long_term,family_group,S_U00686_001,47955555,impression,2025-06-13 09:26:32,315.11,0.2,0.0302,0.006,0.4384
E00009097,U00686,long_term,family_group,S_U00686_001,1330104974172488167,impression,2025-10-15 00:14:34,191.49,0.2,0.1191,0.0238,0.1841
E00009098,U00686,long_term,family_group,S_U00686_001,1285333660182472429,impression,2025-12-03 14:38:23,141.89,0.2,0.2067,0.0413,0.2457
E00009099,U00686,long_term,family_group,S_U00686_001,1315840953850501512,impression,2026-02-22 13:45:48,60.93,0.2,0.5082,0.1016,0.2037
E00009100,U00686,long_term,family_group,S_U00686_001,754450849274421907,check_amenities,2025-05-24 09:08:07,335.12,3.0,0.0241,0.0724,0.4925
E00009101,U00686,long_term,family_group,S_U00686_001,869193084267374761,view_images,2025-09-01 02:34:54,235.39,3.0,0.0731,0.2194,0.4046
E00009102,U00686,long_term,family_group,S_U00686_001,783852938447604835,impression,2025-11-10 18:53:41,164.71,0.2,0.1604,0.0321,0.2099
E00009103,U00686,long_term,family_group,S_U00686_001,23832982,impression,2025-06-20 08:13:24,308.16,0.2,0.0326,0.0065,0.2008
E00009104,U00686,long_term,family_group,S_U00686_001,1077100528895812171,impression,2025-06-07 08:59:58,321.13,0.2,0.0282,0.0056,0.2689
E00009105,U00686,long_term,family_group,S_U00686_001,1111880941364043138,impression,2025-12-11 01:04:52,134.45,0.2,0.2245,0.0449,0.196
E00009106,U00686,long_term,family_group,S_U00686_001,1101161818923046416,impression,2025-07-24 14:49:58,273.88,0.2,0.0477,0.0095,0.1819
E00009107,U00686,long_term,family_group,S_U00686_001,29884753,impression,2026-02-21 03:24:16,62.36,0.2,0.5001,0.1,0.184
E00009108,U00686,long_term,family_group,S_U00686_001,1521901,open_listing,2025-10-23 16:16:27,182.82,1.0,0.1312,0.1312,0.068
E00009109,U00686,long_term,family_group,S_U00686_001,1335877466401148550,open_listing,2025-10-26 15:47:42,179.84,1.0,0.1356,0.1356,0.2772
E00009110,U00686,long_term,family_group,S_U00686_001,869102267297130733,impression,2026-02-13 03:42:29,70.35,0.2,0.4577,0.0915,0.2907
E00009111,U00686,long_term,family_group,S_U00686_001,38811204,impression,2025-05-20 03:02:46,339.37,0.2,0.023,0.0046,0.4755
E00009112,U00686,long_term,family_group,S_U00686_001,33240605,open_listing,2025-07-23 07:31:34,275.19,1.0,0.047,0.047,0.4177
E00009113,U00686,long_term,family_group,S_U00686_001,1412084846742017481,view_images,2025-05-05 07:25:32,354.19,3.0,0.0195,0.0586,0.0
E00009114,U00686,long_term,family_group,S_U00686_001,1252122061762365550,view_images,2025-11-15 17:53:38,159.75,3.0,0.1695,0.5084,0.4566
E00009115,U00686,long_term,family_group,S_U00686_001,52969293,impression,2025-08-11 15:12:44,255.87,0.2,0.0583,0.0117,0.5182
E00009116,U00686,long_term,family_group,S_U00686_001,42881027,impression,2026-02-19 20:53:11,63.63,0.2,0.4931,0.0986,0.2663
E00009117,U00686,long_term,family_group,S_U00686_001,1207753968355648209,impression,2025-07-09 15:34:33,288.85,0.2,0.0404,0.0081,0.6924
E00009118,U00686,long_term,family_group,S_U00686_001,1019915176964177100,impression,2025-07-02 02:56:46,296.38,0.2,0.0371,0.0074,0.0712
E00009119,U00687,long_term,family_group,S_U00687_001,7652413,impression,2025-11-09 21:23:02,165.61,0.2,0.1588,0.0318,0.5144
E00009120,U00687,long_term,family_group,S_U00687_001,1335378971230943007,impression,2025-10-08 18:30:45,197.73,0.2,0.1111,0.0222,0.2979
E00009121,U00687,long_term,family_group,S_U00687_001,943304588621754674,open_listing,2025-07-11 13:03:26,286.96,1.0,0.0412,0.0412,0.2661
E00009122,U00687,long_term,family_group,S_U00687_001,26907878,impression,2026-03-18 12:12:42,36.99,0.2,0.663,0.1326,0.0467
E00009123,U00687,long_term,family_group,S_U00687_001,1425298534047247939,open_listing,2025-09-14 01:14:24,222.45,1.0,0.0844,0.0844,0.1991
E00009124,U00687,long_term,family_group,S_U00687_001,13142535,impression,2025-06-10 19:39:06,317.68,0.2,0.0293,0.0059,0.2315
E00009125,U00687,long_term,family_group,S_U00687_001,45057827,impression,2026-01-21 17:33:18,92.77,0.2,0.3567,0.0713,0.2056
E00009126,U00687,long_term,family_group,S_U00687_001,1311919956635543027,impression,2025-06-23 18:38:27,304.72,0.2,0.0339,0.0068,0.1792
E00009127,U00687,long_term,family_group,S_U00687_001,38756685,impression,2026-01-19 15:29:01,94.85,0.2,0.3486,0.0697,0.239
E00009128,U00687,long_term,family_group,S_U00687_001,972146367651049155,open_listing,2026-01-07 16:14:51,106.82,1.0,0.3052,0.3052,0.4245
E00009129,U00687,long_term,family_group,S_U00687_001,14098743,check_location,2026-02-25 11:32:08,58.02,3.0,0.5248,1.5745,0.4201
E00009130,U00687,long_term,family_group,S_U00687_001,38827558,impression,2026-01-18 12:54:44,95.96,0.2,0.3443,0.0689,0.2166
E00009131,U00687,long_term,family_group,S_U00687_001,1279859408405198944,impression,2025-09-10 04:20:44,226.32,0.2,0.0809,0.0162,0.2042
E00009132,U00687,long_term,family_group,S_U00687_001,1234942403146576249,impression,2025-10-05 11:06:51,201.04,0.2,0.1071,0.0214,0.2161
E00009133,U00687,long_term,family_group,S_U00687_001,815627651335431204,open_listing,2025-09-16 03:33:39,220.35,1.0,0.0864,0.0864,0.2638
E00009134,U00687,long_term,family_group,S_U00687_001,24861670,open_listing,2025-08-25 23:24:19,241.52,1.0,0.0683,0.0683,0.292
E00009135,U00687,long_term,family_group,S_U00687_001,734519288021282279,impression,2025-06-03 09:18:25,325.11,0.2,0.027,0.0054,0.3996
E00009136,U00687,long_term,family_group,S_U00687_001,33590638,impression,2026-03-13 06:24:01,42.23,0.2,0.6255,0.1251,0.2456
E00009137,U00687,long_term,family_group,S_U00687_001,45555688,impression,2025-07-04 00:41:59,294.47,0.2,0.0379,0.0076,0.2845
E00009138,U00687,long_term,family_group,S_U00687_001,1293323597193648288,impression,2025-06-17 00:13:18,311.49,0.2,0.0314,0.0063,0.2186
E00009139,U00687,long_term,family_group,S_U00687_001,706093644030014550,view_images,2025-09-05 13:46:20,230.93,3.0,0.0769,0.2306,0.138
E00009140,U00687,long_term,family_group,S_U00687_001,1201688547217054751,impression,2025-12-11 01:51:20,134.42,0.2,0.2246,0.0449,0.2913
E00009141,U00687,long_term,family_group,S_U00687_001,647367633426539355,open_listing,2026-03-17 11:36:32,38.02,1.0,0.6555,0.6555,0.1552
E00009142,U00687,long_term,family_group,S_U00687_001,1414990531890100669,impression,2025-08-05 08:29:23,262.15,0.2,0.0543,0.0109,0.2275
E00009143,U00687,long_term,family_group,S_U00687_001,27636532,impression,2025-11-06 09:13:04,169.12,0.2,0.1527,0.0305,0.19
E00009144,U00687,long_term,family_group,S_U00687_001,1430303187174129948,view_images,2025-11-21 03:17:36,154.36,3.0,0.1799,0.5398,0.1403
E00009145,U00687,long_term,family_group,S_U00687_001,1359056108566658110,impression,2025-12-24 23:32:20,120.52,0.2,0.2621,0.0524,0.2038
E00009146,U00687,long_term,family_group,S_U00687_001,52682127,open_listing,2025-10-08 06:58:57,198.21,1.0,0.1105,0.1105,0.3334
E00009147,U00687,long_term,family_group,S_U00687_001,945885116432521263,impression,2026-03-19 04:14:07,36.32,0.2,0.6679,0.1336,0.2363
E00009148,U00687,long_term,family_group,S_U00687_001,23416487,open_listing,2025-10-07 05:54:15,199.25,1.0,0.1093,0.1093,0.2217
E00009149,U00687,long_term,family_group,S_U00687_001,8989010,impression,2025-10-23 04:36:47,183.31,0.2,0.1305,0.0261,0.2058
E00009150,U00687,long_term,family_group,S_U00687_001,1316547781559617229,impression,2025-10-05 21:39:14,200.6,0.2,0.1077,0.0215,0.2584
E00009151,U00687,long_term,family_group,S_U00687_001,33292629,impression,2026-01-02 08:58:07,112.13,0.2,0.2877,0.0575,0.3604
E00009152,U00687,long_term,family_group,S_U00687_001,1265478169713083562,view_images,2025-07-02 08:49:24,296.13,3.0,0.0372,0.1117,0.1271
E00009153,U00688,long_term,business_traveller,S_U00688_001,30567170,impression,2025-09-18 14:16:24,217.91,0.2,0.0888,0.0178,0.6598
E00009154,U00688,long_term,business_traveller,S_U00688_001,43421105,view_images,2025-08-25 04:02:51,242.33,3.0,0.0677,0.2031,0.8805
E00009155,U00688,long_term,business_traveller,S_U00688_001,1220809380035111707,open_listing,2025-07-28 00:05:00,270.5,1.0,0.0495,0.0495,0.5089
E00009156,U00688,long_term,business_traveller,S_U00688_001,1377404628673445782,view_images,2026-01-28 21:00:18,85.62,3.0,0.3862,1.1586,0.7545
E00009157,U00688,long_term,business_traveller,S_U00688_001,48928259,impression,2025-10-08 12:27:07,197.98,0.2,0.1108,0.0222,0.6061
E00009158,U00688,long_term,business_traveller,S_U00688_001,40072139,open_listing,2026-02-21 00:57:09,62.46,1.0,0.4996,0.4996,1.0
E00009159,U00688,long_term,business_traveller,S_U00688_001,40408191,save_property,2025-09-03 01:48:02,233.42,6.0,0.0747,0.4485,1.0
E00009160,U00688,long_term,business_traveller,S_U00688_001,1421304084626871376,open_listing,2025-12-10 03:37:35,135.35,1.0,0.2223,0.2223,0.7735
E00009161,U00688,long_term,business_traveller,S_U00688_001,909249109405523244,save_property,2025-08-14 10:27:58,253.06,6.0,0.0601,0.3606,0.8121
E00009162,U00688,long_term,business_traveller,S_U00688_001,9579599,view_images,2025-07-13 00:41:07,285.47,3.0,0.0419,0.1258,1.0
E00009163,U00688,long_term,business_traveller,S_U00688_001,37753598,check_amenities,2026-03-10 16:19:34,44.82,3.0,0.6077,1.8232,1.0
E00009164,U00688,long_term,business_traveller,S_U00688_001,1039201609356731678,view_images,2025-11-15 00:39:22,160.47,3.0,0.1681,0.5044,0.5536
E00009165,U00688,long_term,business_traveller,S_U00688_001,920853113369142006,open_listing,2025-05-25 02:35:13,334.39,1.0,0.0243,0.0243,0.4536
E00009166,U00688,long_term,business_traveller,S_U00688_001,43883376,view_images,2026-03-02 23:51:05,52.51,3.0,0.558,1.674,0.705
E00009167,U00688,long_term,business_traveller,S_U00688_001,1191925546920607945,view_images,2025-07-26 15:34:41,271.85,3.0,0.0488,0.1463,1.0
E00009168,U00688,long_term,business_traveller,S_U00688_001,944661955550513880,save_property,2025-05-03 10:09:44,356.08,6.0,0.0191,0.1148,0.7716
E00009169,U00688,long_term,business_traveller,S_U00688_001,1323114224366205386,view_images,2025-08-30 01:01:04,237.46,3.0,0.0715,0.2144,1.0
E00009170,U00688,long_term,business_traveller,S_U00688_001,1409090294226420869,check_amenities,2026-02-28 04:38:16,55.31,3.0,0.5409,1.6227,0.7278
E00009171,U00688,long_term,business_traveller,S_U00688_001,11462172,view_images,2025-07-13 07:24:39,285.19,3.0,0.0421,0.1262,0.957
E00009172,U00688,long_term,business_traveller,S_U00688_001,31225284,contact_host,2025-06-30 03:33:06,298.35,10.0,0.0363,0.3633,0.7204
E00009173,U00688,long_term,business_traveller,S_U00688_001,948257699139459687,view_images,2025-10-02 22:21:41,203.57,3.0,0.1042,0.3125,0.8828
E00009174,U00688,long_term,business_traveller,S_U00688_001,38756685,check_location,2025-09-02 02:48:52,234.38,3.0,0.074,0.2219,0.9008
E00009175,U00688,long_term,business_traveller,S_U00688_001,1066200253840769799,check_amenities,2026-02-19 15:16:14,63.86,3.0,0.4918,1.4755,0.7831
E00009176,U00688,long_term,business_traveller,S_U00688_001,683698018008418960,open_listing,2025-12-04 08:50:23,141.13,1.0,0.2084,0.2084,0.7886
E00009177,U00688,long_term,business_traveller,S_U00688_001,1308239696353389571,impression,2025-06-01 16:08:36,326.83,0.2,0.0265,0.0053,0.3215
E00009178,U00688,long_term,business_traveller,S_U00688_001,669376581695271090,impression,2026-02-16 06:57:56,67.21,0.2,0.4739,0.0948,0.5204
E00009179,U00688,long_term,business_traveller,S_U00688_001,52942370,open_listing,2025-08-18 17:27:42,248.77,1.0,0.063,0.063,0.9375
E00009180,U00688,long_term,business_traveller,S_U00688_001,27636706,check_amenities,2025-12-16 21:01:57,128.62,3.0,0.2395,0.7185,0.6764
E00009181,U00688,long_term,business_traveller,S_U00688_001,1285704874445842072,open_listing,2025-09-08 19:57:16,227.67,1.0,0.0797,0.0797,0.374
E00009182,U00688,long_term,business_traveller,S_U00688_001,1318438475708656648,open_listing,2025-05-28 01:36:16,331.43,1.0,0.0252,0.0252,0.4766
E00009183,U00688,long_term,business_traveller,S_U00688_001,1377608039973366576,open_listing,2026-03-20 11:02:01,35.04,1.0,0.6775,0.6775,0.8939
E00009184,U00688,long_term,business_traveller,S_U00688_001,1242302649162959193,save_property,2025-07-02 12:35:51,295.98,6.0,0.0373,0.2238,1.0
E00009185,U00688,long_term,business_traveller,S_U00688_001,3670285,check_location,2025-08-22 08:39:47,245.14,3.0,0.0656,0.1969,0.8178
E00009186,U00688,long_term,business_traveller,S_U00688_001,5376308,open_listing,2025-09-03 20:56:23,232.63,1.0,0.0754,0.0754,0.7248
E00009187,U00688,long_term,business_traveller,S_U00688_001,45309726,open_listing,2025-11-02 12:04:59,173.0,1.0,0.1463,0.1463,0.5516
E00009188,U00688,long_term,business_traveller,S_U00688_001,1172862381334728497,open_listing,2026-01-26 00:39:30,88.47,1.0,0.3742,0.3742,0.7693
E00009189,U00688,long_term,business_traveller,S_U00688_001,765489201048452356,check_location,2025-05-23 14:28:54,335.9,3.0,0.0239,0.0718,0.8543
E00009190,U00688,long_term,business_traveller,S_U00688_001,1076415499544904682,open_listing,2025-11-01 10:59:56,174.04,1.0,0.1446,0.1446,0.796
E00009191,U00688,long_term,business_traveller,S_U00688_001,713946425492563835,check_location,2025-05-21 16:10:09,337.83,3.0,0.0234,0.0703,0.622
E00009192,U00688,long_term,business_traveller,S_U00688_001,1393848084837766994,open_listing,2025-10-26 16:42:59,179.8,1.0,0.1356,0.1356,0.6619
E00009193,U00688,long_term,business_traveller,S_U00688_001,964047544670833840,check_amenities,2025-12-18 06:38:18,127.22,3.0,0.2433,0.7298,1.0
E00009194,U00688,long_term,business_traveller,S_U00688_001,32995843,save_property,2025-07-27 20:33:23,270.64,6.0,0.0494,0.2966,0.8054
E00009195,U00688,long_term,business_traveller,S_U00688_001,21816636,view_images,2025-04-27 12:23:20,361.98,3.0,0.0179,0.0537,0.6118
E00009196,U00688,long_term,business_traveller,S_U00688_001,1094685297778280350,open_listing,2026-03-23 06:08:50,32.24,1.0,0.6989,0.6989,0.8522
E00009197,U00688,long_term,business_traveller,S_U00688_001,1229342210181414468,open_listing,2025-05-24 03:30:20,335.35,1.0,0.0241,0.0241,0.4143
E00009198,U00688,long_term,business_traveller,S_U00688_001,910004465470857839,open_listing,2025-08-05 16:16:31,261.82,1.0,0.0545,0.0545,1.0
E00009199,U00688,long_term,business_traveller,S_U00688_001,36679597,impression,2025-07-18 19:09:42,279.7,0.2,0.0447,0.0089,0.4594
E00009200,U00688,long_term,business_traveller,S_U00688_001,1427364985936489021,open_listing,2025-10-09 10:11:30,197.08,1.0,0.1119,0.1119,0.7453
E00009201,U00688,long_term,business_traveller,S_U00688_001,1548191,check_location,2025-12-12 13:18:49,132.95,3.0,0.2283,0.6848,0.7971
E00009202,U00688,long_term,business_traveller,S_U00688_001,14239164,check_amenities,2026-02-28 06:53:57,55.21,3.0,0.5415,1.6244,0.9564
E00009203,U00689,long_term,student_long_stay,S_U00689_001,48947481,impression,2026-02-18 01:20:25,65.44,0.2,0.4833,0.0967,0.3893
E00009204,U00689,long_term,student_long_stay,S_U00689_001,1202529136202308054,open_listing,2025-06-21 07:42:43,307.18,1.0,0.0329,0.0329,0.3901
E00009205,U00689,long_term,student_long_stay,S_U00689_001,8994288,view_images,2026-02-22 01:42:00,61.43,3.0,0.5053,1.516,0.8438
E00009206,U00689,long_term,student_long_stay,S_U00689_001,32406947,view_images,2025-11-14 05:33:17,161.27,3.0,0.1666,0.4999,0.5933
E00009207,U00689,long_term,student_long_stay,S_U00689_001,1053388822981852381,impression,2025-11-14 22:04:56,160.58,0.2,0.1679,0.0336,0.6528
E00009208,U00689,long_term,student_long_stay,S_U00689_001,1272221877865351739,view_images,2026-03-04 23:38:48,50.51,3.0,0.5705,1.7114,0.5318
E00009209,U00689,long_term,student_long_stay,S_U00689_001,46264610,impression,2025-05-27 00:24:35,332.48,0.2,0.0249,0.005,0.5749
E00009210,U00689,long_term,student_long_stay,S_U00689_001,1287546796412403401,open_listing,2026-03-10 22:37:04,44.56,1.0,0.6095,0.6095,0.6193
E00009211,U00689,long_term,student_long_stay,S_U00689_001,794505797208240961,open_listing,2025-11-04 04:17:58,171.32,1.0,0.149,0.149,0.61
E00009212,U00689,long_term,student_long_stay,S_U00689_001,1153257987819940553,check_location,2026-01-14 06:49:54,100.22,3.0,0.3284,0.9852,0.5733
E00009213,U00689,long_term,student_long_stay,S_U00689_001,926603017462768822,impression,2025-10-02 01:01:06,204.46,0.2,0.1031,0.0206,0.6905
E00009214,U00689,long_term,student_long_stay,S_U00689_001,860561069338417866,impression,2025-11-26 17:28:11,148.77,0.2,0.1915,0.0383,0.3382
E00009215,U00689,long_term,student_long_stay,S_U00689_001,1055299074340511093,view_images,2026-01-23 20:28:06,90.65,3.0,0.3652,1.0957,0.7044
E00009216,U00689,long_term,student_long_stay,S_U00689_001,1041665078653730316,check_location,2025-04-30 13:50:12,358.92,3.0,0.0185,0.0556,0.5487
E00009217,U00689,long_term,student_long_stay,S_U00689_001,32295655,open_listing,2026-01-17 03:09:25,97.37,1.0,0.339,0.339,0.711
E00009218,U00689,long_term,student_long_stay,S_U00689_001,11023378,check_amenities,2026-01-26 16:59:10,87.79,3.0,0.377,1.131,0.4883
E00009219,U00689,long_term,student_long_stay,S_U00689_001,22459171,open_listing,2026-03-09 12:15:54,45.99,1.0,0.5999,0.5999,0.5709
E00009220,U00689,long_term,student_long_stay,S_U00689_001,717719471215260025,impression,2025-08-16 17:58:02,250.75,0.2,0.0617,0.0123,0.463
E00009221,U00689,long_term,student_long_stay,S_U00689_001,1289742674871502328,open_listing,2025-06-04 00:49:31,324.47,1.0,0.0272,0.0272,0.7581
E00009222,U00689,long_term,student_long_stay,S_U00689_001,856717386927074889,open_listing,2025-08-16 18:30:56,250.73,1.0,0.0617,0.0617,0.4955
E00009223,U00689,long_term,student_long_stay,S_U00689_001,22949077,view_images,2025-06-19 03:03:54,309.37,3.0,0.0321,0.0964,0.3247
E00009224,U00689,long_term,student_long_stay,S_U00689_001,48919224,open_listing,2025-09-25 03:42:07,211.35,1.0,0.0955,0.0955,0.5551
E00009225,U00689,long_term,student_long_stay,S_U00689_001,1282885235037268044,save_property,2026-03-13 17:40:19,41.76,6.0,0.6287,3.7724,0.4099
E00009226,U00689,long_term,student_long_stay,S_U00689_001,814744659212302505,impression,2025-09-02 14:54:19,233.88,0.2,0.0744,0.0149,0.3925
E00009227,U00689,long_term,student_long_stay,S_U00689_001,24043556,check_location,2025-11-28 06:51:03,147.21,3.0,0.1948,0.5844,0.4939
E00009228,U00689,long_term,student_long_stay,S_U00689_001,1317257736838180797,view_images,2025-10-28 17:26:52,177.77,3.0,0.1387,0.4162,0.4955
E00009229,U00689,long_term,student_long_stay,S_U00689_001,1373428046677068680,open_listing,2025-05-16 02:19:58,343.4,1.0,0.022,0.022,0.6325
E00009230,U00689,long_term,student_long_stay,S_U00689_001,24540404,open_listing,2025-11-16 21:24:59,158.61,1.0,0.1716,0.1716,0.4637
E00009231,U00689,long_term,student_long_stay,S_U00689_001,1030928707312773124,impression,2025-08-31 04:50:24,236.3,0.2,0.0724,0.0145,0.4802
E00009232,U00689,long_term,student_long_stay,S_U00689_001,1312209339259011930,open_listing,2025-10-05 18:06:15,200.75,1.0,0.1075,0.1075,0.5725
E00009233,U00689,long_term,student_long_stay,S_U00689_001,16059408,impression,2026-01-23 12:32:59,90.98,0.2,0.3639,0.0728,0.4916
E00009234,U00689,long_term,student_long_stay,S_U00689_001,1178559967845798716,check_location,2025-07-07 17:23:05,290.78,3.0,0.0395,0.1186,0.555
E00009235,U00689,long_term,student_long_stay,S_U00689_001,52832441,open_listing,2025-11-20 20:59:03,154.63,1.0,0.1794,0.1794,0.783
E00009236,U00689,long_term,student_long_stay,S_U00689_001,1139630633274328281,impression,2026-03-17 02:49:55,38.38,0.2,0.6528,0.1306,0.616
E00009237,U00689,long_term,student_long_stay,S_U00689_001,1227880382949352564,check_location,2025-05-18 19:29:30,340.69,3.0,0.0227,0.0681,0.4105
E00009238,U00689,long_term,student_long_stay,S_U00689_001,1288795171324184644,check_location,2025-11-30 16:52:45,144.8,3.0,0.2001,0.6004,0.5792
E00009239,U00689,long_term,student_long_stay,S_U00689_001,949562606304486258,open_listing,2026-03-08 14:48:32,46.88,1.0,0.594,0.594,0.6387
E00009240,U00689,long_term,student_long_stay,S_U00689_001,1338142543752971343,impression,2026-03-06 15:13:18,48.87,0.2,0.581,0.1162,0.3599
E00009241,U00689,long_term,student_long_stay,S_U00689_001,5652283,open_listing,2025-10-26 09:12:04,180.12,1.0,0.1352,0.1352,0.6394
E00009242,U00690,long_term,budget_traveller,S_U00690_001,23792189,open_listing,2025-05-03 21:47:13,355.59,1.0,0.0192,0.0192,0.8422
E00009243,U00690,long_term,budget_traveller,S_U00690_001,1380893240451148615,save_property,2025-08-26 00:47:23,241.47,6.0,0.0684,0.4102,0.9768
E00009244,U00690,long_term,budget_traveller,S_U00690_001,1386511930076179468,check_amenities,2025-10-02 18:01:56,203.75,3.0,0.1039,0.3118,0.8033
E00009245,U00690,long_term,budget_traveller,S_U00690_001,1001259022723555063,open_listing,2026-03-15 11:15:38,40.03,1.0,0.641,0.641,0.6115
E00009246,U00690,long_term,budget_traveller,S_U00690_001,14472503,open_listing,2025-05-12 18:33:19,346.73,1.0,0.0212,0.0212,0.8397
E00009247,U00690,long_term,budget_traveller,S_U00690_001,789364819688753946,contact_host,2026-03-16 07:15:34,39.2,10.0,0.6469,6.4692,1.0
E00009248,U00690,long_term,budget_traveller,S_U00690_001,52958845,open_listing,2025-08-22 08:28:56,245.15,1.0,0.0656,0.0656,0.7633
E00009249,U00690,long_term,budget_traveller,S_U00690_001,917237538021425810,check_amenities,2025-11-24 23:15:09,150.53,3.0,0.1878,0.5633,0.8225
E00009250,U00690,long_term,budget_traveller,S_U00690_001,31359565,open_listing,2025-06-10 04:18:23,318.32,1.0,0.0291,0.0291,0.7355
E00009251,U00690,long_term,budget_traveller,S_U00690_001,1038080852664906565,check_location,2026-02-12 08:33:22,71.14,3.0,0.4536,1.3609,0.7267
E00009252,U00690,long_term,budget_traveller,S_U00690_001,1282980072844648726,open_listing,2025-10-01 04:35:28,205.31,1.0,0.1022,0.1022,0.9296
E00009253,U00690,long_term,budget_traveller,S_U00690_001,11954028,open_listing,2025-11-28 20:25:59,146.65,1.0,0.196,0.196,0.7127
E00009254,U00690,long_term,budget_traveller,S_U00690_001,1104785878370537275,check_location,2025-06-26 12:13:06,301.99,3.0,0.0349,0.1047,0.929
E00009255,U00690,long_term,budget_traveller,S_U00690_001,1367696678565507843,open_listing,2025-09-10 01:43:00,226.43,1.0,0.0808,0.0808,0.8655
E00009256,U00690,long_term,budget_traveller,S_U00690_001,789446976185928527,check_amenities,2025-11-19 06:11:21,156.24,3.0,0.1762,0.5287,0.7986
E00009257,U00690,long_term,budget_traveller,S_U00690_001,1337934819775431110,view_images,2025-11-16 20:59:19,158.63,3.0,0.1716,0.5148,0.9426
E00009258,U00690,long_term,budget_traveller,S_U00690_001,1204508925194585587,open_listing,2026-02-06 20:46:20,76.63,1.0,0.4268,0.4268,0.7974
E00009259,U00690,long_term,budget_traveller,S_U00690_001,43794993,open_listing,2026-03-14 07:32:02,41.19,1.0,0.6328,0.6328,0.8497
E00009260,U00690,long_term,budget_traveller,S_U00690_001,3817911,save_property,2025-10-31 08:28:55,175.15,6.0,0.1428,0.857,0.8193
E00009261,U00690,long_term,budget_traveller,S_U00690_001,32224679,open_listing,2025-07-29 22:54:28,268.55,1.0,0.0506,0.0506,0.7893
E00009262,U00690,long_term,budget_traveller,S_U00690_001,22459171,check_location,2025-11-07 07:08:57,168.2,3.0,0.1543,0.4629,0.7574
E00009263,U00690,long_term,budget_traveller,S_U00690_001,1162041798335828694,check_amenities,2026-01-18 05:56:33,96.25,3.0,0.3432,1.0296,0.7868
E00009264,U00690,long_term,budget_traveller,S_U00690_001,1033135845409610576,check_amenities,2025-06-21 20:28:59,306.65,3.0,0.0331,0.0994,0.7268
E00009265,U00690,long_term,budget_traveller,S_U00690_001,1424323794151622007,check_amenities,2026-02-27 18:47:56,55.72,3.0,0.5384,1.6153,0.8735
E00009266,U00690,long_term,budget_traveller,S_U00690_001,828578233324547611,view_images,2026-02-18 04:43:46,65.3,3.0,0.484,1.4521,0.8861
E00009267,U00690,long_term,budget_traveller,S_U00690_001,1369412598597533804,open_listing,2025-08-17 07:33:49,250.18,1.0,0.062,0.062,0.895
E00009268,U00690,long_term,budget_traveller,S_U00690_001,1151079186545152964,check_location,2025-05-01 10:47:43,358.05,3.0,0.0187,0.0562,0.8144
E00009269,U00690,long_term,budget_traveller,S_U00690_001,1048068807047339211,impression,2025-07-10 07:39:16,288.18,0.2,0.0407,0.0081,0.6768
E00009270,U00690,long_term,budget_traveller,S_U00690_001,10074639,save_property,2025-12-03 11:21:35,142.03,6.0,0.2064,1.2382,0.834
E00009271,U00690,long_term,budget_traveller,S_U00690_001,1362197977324457698,view_images,2025-07-10 21:47:14,287.59,3.0,0.0409,0.1228,0.7434
E00009272,U00690,long_term,budget_traveller,S_U00690_001,1290258333859760863,open_listing,2025-09-14 11:45:24,222.01,1.0,0.0849,0.0849,0.727
E00009273,U00690,long_term,budget_traveller,S_U00690_001,1315661486681718214,open_listing,2025-09-01 06:50:25,235.21,1.0,0.0733,0.0733,0.7393
E00009274,U00690,long_term,budget_traveller,S_U00690_001,1283973812679367583,save_property,2025-08-28 20:53:10,238.63,6.0,0.0705,0.4233,0.9688
E00009275,U00690,long_term,budget_traveller,S_U00690_001,967668053815395212,view_images,2025-06-04 11:41:42,324.01,3.0,0.0273,0.082,0.7801
E00009276,U00690,long_term,budget_traveller,S_U00690_001,48060477,open_listing,2025-09-06 09:08:51,230.12,1.0,0.0775,0.0775,0.6317
E00009277,U00690,long_term,budget_traveller,S_U00690_001,857531121248155139,open_listing,2025-05-12 08:40:41,347.14,1.0,0.0211,0.0211,0.8733
